Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
1445,1,1.000,444822,444822,444822,444822,444822,444822,444822,444822,444822
1446,1,1.000,2038932,2038932,2038932,2038932,2038932,2038932,2038932,2038932,2038932
1447,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1448,1,1.000,1763431,1763431,1763431,1763431,1763431,1763431,1763431,1763431,1763431
1449,1,1.000,2551970,2551970,2551970,2551970,2551970,2551970,2551970,2551970,2551970
1450,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1451,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1452,1,1.000,3851964,3851964,3851964,3851964,3851964,3851964,3851964,3851964,3851964
1453,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1454,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1455,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1456,1,1.000,5063028,5063028,5063028,5063028,5063028,5063028,5063028,5063028,5063028
1457,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1458,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1459,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1460,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1461,1,1.000,784076,784076,784076,784076,784076,784076,784076,784076,784076
1462,2,2.000,257596,257596,1864346,1060971,1864346,1864346,1864346,1864346,1864346
1463,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1464,1,1.000,1861383,1861383,1861383,1861383,1861383,1861383,1861383,1861383,1861383
1465,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1466,2,2.000,519662,519662,1867113,1193387,1867113,1867113,1867113,1867113,1867113
1467,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1468,1,1.000,761279,761279,761279,761279,761279,761279,761279,761279,761279
1469,1,1.000,1086163,1086163,1086163,1086163,1086163,1086163,1086163,1086163,1086163
1470,1,1.000,2761343,2761343,2761343,2761343,2761343,2761343,2761343,2761343,2761343
1471,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1472,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1473,2,2.000,121662,121662,932480,527071,932480,932480,932480,932480,932480
1474,1,1.000,2142984,2142984,2142984,2142984,2142984,2142984,2142984,2142984,2142984
1475,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1476,2,2.000,247301,247301,10358986,5303143,10358986,10358986,10358986,10358986,10358986
1477,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1478,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1479,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1480,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1481,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1482,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1483,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1484,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1485,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1486,1,1.000,637962,637962,637962,637962,637962,637962,637962,637962,637962
1487,1,1.000,1087325,1087325,1087325,1087325,1087325,1087325,1087325,1087325,1087325
1488,1,1.000,435202,435202,435202,435202,435202,435202,435202,435202,435202
1489,1,1.000,2111005,2111005,2111005,2111005,2111005,2111005,2111005,2111005,2111005
1490,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1491,1,1.000,1691109,1691109,1691109,1691109,1691109,1691109,1691109,1691109,1691109
1492,1,1.000,2415835,2415835,2415835,2415835,2415835,2415835,2415835,2415835,2415835
1493,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1494,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1495,1,1.000,4027973,4027973,4027973,4027973,4027973,4027973,4027973,4027973,4027973
1496,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1497,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1498,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1499,1,1.000,5133087,5133087,5133087,5133087,5133087,5133087,5133087,5133087,5133087
1500,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1501,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1502,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1503,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1504,1,1.000,802939,802939,802939,802939,802939,802939,802939,802939,802939
1505,2,2.000,233645,233645,1746113,989879,1746113,1746113,1746113,1746113,1746113
1506,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1507,1,1.000,1717675,1717675,1717675,1717675,1717675,1717675,1717675,1717675,1717675
1508,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1509,2,2.000,514811,514811,1919947,1217379,1919947,1919947,1919947,1919947,1919947
1510,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1511,1,1.000,764411,764411,764411,764411,764411,764411,764411,764411,764411
1512,1,1.000,1071765,1071765,1071765,1071765,1071765,1071765,1071765,1071765,1071765
1513,1,1.000,2783246,2783246,2783246,2783246,2783246,2783246,2783246,2783246,2783246
1514,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1515,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1516,2,2.000,116972,116972,1120451,618711,1120451,1120451,1120451,1120451,1120451
1517,1,1.000,2141250,2141250,2141250,2141250,2141250,2141250,2141250,2141250,2141250
1518,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1519,2,2.000,242538,242538,9674078,4958308,9674078,9674078,9674078,9674078,9674078
1520,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1521,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1522,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1523,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1524,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1525,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1526,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1527,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1528,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1529,1,1.000,678074,678074,678074,678074,678074,678074,678074,678074,678074
1530,1,1.000,1071377,1071377,1071377,1071377,1071377,1071377,1071377,1071377,1071377
1531,2,2.000,429836,429836,2072283,1251059,2072283,2072283,2072283,2072283,2072283
1532,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1533,1,1.000,1635026,1635026,1635026,1635026,1635026,1635026,1635026,1635026,1635026
1534,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1535,1,1.000,2420049,2420049,2420049,2420049,2420049,2420049,2420049,2420049,2420049
1536,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1537,1,1.000,3913802,3913802,3913802,3913802,3913802,3913802,3913802,3913802,3913802
1538,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1539,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1540,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1541,1,1.000,5035219,5035219,5035219,5035219,5035219,5035219,5035219,5035219,5035219
1542,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1543,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1544,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1545,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1546,1,1.000,830296,830296,830296,830296,830296,830296,830296,830296,830296
1547,2,2.000,239250,239250,1810918,1025084,1810918,1810918,1810918,1810918,1810918
1548,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1549,1,1.000,1769992,1769992,1769992,1769992,1769992,1769992,1769992,1769992,1769992
1550,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1551,2,2.000,505921,505921,1892001,1198961,1892001,1892001,1892001,1892001,1892001
1552,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1553,1,1.000,772421,772421,772421,772421,772421,772421,772421,772421,772421
1554,1,1.000,1037684,1037684,1037684,1037684,1037684,1037684,1037684,1037684,1037684
1555,1,1.000,2795892,2795892,2795892,2795892,2795892,2795892,2795892,2795892,2795892
1556,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1557,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1558,2,2.000,154808,154808,1046054,600431,1046054,1046054,1046054,1046054,1046054
1559,1,1.000,2150189,2150189,2150189,2150189,2150189,2150189,2150189,2150189,2150189
1560,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1561,2,2.000,247238,247238,9604241,4925739,9604241,9604241,9604241,9604241,9604241
1562,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1563,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1564,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1565,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1566,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1567,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1568,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1569,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1570,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1571,1,1.000,639774,639774,639774,639774,639774,639774,639774,639774,639774
1572,1,1.000,1100371,1100371,1100371,1100371,1100371,1100371,1100371,1100371,1100371
1573,2,2.000,427877,427877,2052236,1240056,2052236,2052236,2052236,2052236,2052236
1574,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1575,1,1.000,1766976,1766976,1766976,1766976,1766976,1766976,1766976,1766976,1766976
1576,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1577,1,1.000,2452959,2452959,2452959,2452959,2452959,2452959,2452959,2452959,2452959
1578,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1579,1,1.000,3953457,3953457,3953457,3953457,3953457,3953457,3953457,3953457,3953457
1580,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1581,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1582,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1583,1,1.000,5220200,5220200,5220200,5220200,5220200,5220200,5220200,5220200,5220200
1584,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1585,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1586,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1587,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1588,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1589,2,2.000,274421,274421,803456,538938,803456,803456,803456,803456,803456
1590,1,1.000,1828536,1828536,1828536,1828536,1828536,1828536,1828536,1828536,1828536
1591,1,1.000,1815223,1815223,1815223,1815223,1815223,1815223,1815223,1815223,1815223
1592,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1593,1,1.000,487487,487487,487487,487487,487487,487487,487487,487487,487487
1594,1,1.000,1865874,1865874,1865874,1865874,1865874,1865874,1865874,1865874,1865874
1595,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1596,2,2.000,760064,760064,1051162,905613,1051162,1051162,1051162,1051162,1051162
1597,1,1.000,2764938,2764938,2764938,2764938,2764938,2764938,2764938,2764938,2764938
1598,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1599,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1600,2,2.000,120507,120507,1048743,584625,1048743,1048743,1048743,1048743,1048743
1601,1,1.000,2145317,2145317,2145317,2145317,2145317,2145317,2145317,2145317,2145317
1602,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1603,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1604,2,2.000,243148,243148,10459852,5351500,10459852,10459852,10459852,10459852,10459852
1605,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1606,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1607,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1608,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1609,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1610,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1611,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1612,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1613,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1614,1,1.000,645926,645926,645926,645926,645926,645926,645926,645926,645926
1615,1,1.000,1129359,1129359,1129359,1129359,1129359,1129359,1129359,1129359,1129359
1616,2,2.000,437048,437048,2072612,1254830,2072612,2072612,2072612,2072612,2072612
1617,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1618,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1619,1,1.000,1796507,1796507,1796507,1796507,1796507,1796507,1796507,1796507,1796507
1620,1,1.000,2606436,2606436,2606436,2606436,2606436,2606436,2606436,2606436,2606436
1621,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1622,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1623,1,1.000,3886659,3886659,3886659,3886659,3886659,3886659,3886659,3886659,3886659
1624,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1625,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1626,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1627,1,1.000,5205145,5205145,5205145,5205145,5205145,5205145,5205145,5205145,5205145
1628,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1629,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1630,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1631,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1632,1,1.000,794364,794364,794364,794364,794364,794364,794364,794364,794364
1633,2,2.000,232818,232818,1854227,1043522,1854227,1854227,1854227,1854227,1854227
1634,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1635,1,1.000,1777439,1777439,1777439,1777439,1777439,1777439,1777439,1777439,1777439
1636,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1637,2,2.000,515061,515061,1899904,1207482,1899904,1899904,1899904,1899904,1899904
1638,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1639,1,1.000,792569,792569,792569,792569,792569,792569,792569,792569,792569
1640,1,1.000,1056409,1056409,1056409,1056409,1056409,1056409,1056409,1056409,1056409
1641,1,1.000,2744889,2744889,2744889,2744889,2744889,2744889,2744889,2744889,2744889
1642,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1643,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1644,2,2.000,123277,123277,1020200,571738,1020200,1020200,1020200,1020200,1020200
1645,1,1.000,2299035,2299035,2299035,2299035,2299035,2299035,2299035,2299035,2299035
1646,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1647,2,2.000,243732,243732,9627756,4935744,9627756,9627756,9627756,9627756,9627756
1648,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1649,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1650,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1651,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1652,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1653,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1654,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1655,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1656,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1657,1,1.000,646239,646239,646239,646239,646239,646239,646239,646239,646239
1658,1,1.000,1061470,1061470,1061470,1061470,1061470,1061470,1061470,1061470,1061470
1659,2,2.000,427691,427691,2120299,1273995,2120299,2120299,2120299,2120299,2120299
1660,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1661,1,1.000,1671907,1671907,1671907,1671907,1671907,1671907,1671907,1671907,1671907
1662,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1663,1,1.000,2446133,2446133,2446133,2446133,2446133,2446133,2446133,2446133,2446133
1664,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1665,1,1.000,3874496,3874496,3874496,3874496,3874496,3874496,3874496,3874496,3874496
1666,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1667,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1668,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1669,1,1.000,5092789,5092789,5092789,5092789,5092789,5092789,5092789,5092789,5092789
1670,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1671,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1672,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1673,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1674,1,1.000,841902,841902,841902,841902,841902,841902,841902,841902,841902
1675,2,2.000,244345,244345,1803162,1023753,1803162,1803162,1803162,1803162,1803162
1676,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1677,1,1.000,1785528,1785528,1785528,1785528,1785528,1785528,1785528,1785528,1785528
1678,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1679,1,1.000,529416,529416,529416,529416,529416,529416,529416,529416,529416
1680,1,1.000,1913938,1913938,1913938,1913938,1913938,1913938,1913938,1913938,1913938
1681,1,1.000,770266,770266,770266,770266,770266,770266,770266,770266,770266
1682,1,1.000,1033762,1033762,1033762,1033762,1033762,1033762,1033762,1033762,1033762
1683,1,1.000,2741661,2741661,2741661,2741661,2741661,2741661,2741661,2741661,2741661
1684,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1685,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1686,2,2.000,119011,119011,1079573,599292,1079573,1079573,1079573,1079573,1079573
1687,1,1.000,2132087,2132087,2132087,2132087,2132087,2132087,2132087,2132087,2132087
1688,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1689,1,1.000,253130,253130,253130,253130,253130,253130,253130,253130,253130
1690,1,1.000,10431394,10431394,10431394,10431394,10431394,10431394,10431394,10431394,10431394
1691,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1692,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1693,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1694,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1695,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1696,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1697,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1698,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1699,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1700,1,1.000,647967,647967,647967,647967,647967,647967,647967,647967,647967
1701,1,1.000,1070868,1070868,1070868,1070868,1070868,1070868,1070868,1070868,1070868
1702,2,2.000,431077,431077,2066162,1248619,2066162,2066162,2066162,2066162,2066162
1703,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1704,1,1.000,1700028,1700028,1700028,1700028,1700028,1700028,1700028,1700028,1700028
1705,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1706,1,1.000,2404519,2404519,2404519,2404519,2404519,2404519,2404519,2404519,2404519
1707,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1708,1,1.000,3896142,3896142,3896142,3896142,3896142,3896142,3896142,3896142,3896142
1709,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1710,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1711,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712,1,1.000,5059957,5059957,5059957,5059957,5059957,5059957,5059957,5059957,5059957
1713,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1714,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1715,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1716,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1717,1,1.000,836765,836765,836765,836765,836765,836765,836765,836765,836765
1718,2,2.000,255117,255117,1799450,1027283,1799450,1799450,1799450,1799450,1799450
1719,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1720,1,1.000,1759995,1759995,1759995,1759995,1759995,1759995,1759995,1759995,1759995
1721,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1722,2,2.000,512962,512962,1861115,1187038,1861115,1861115,1861115,1861115,1861115
1723,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1724,1,1.000,760663,760663,760663,760663,760663,760663,760663,760663,760663
1725,1,1.000,1040457,1040457,1040457,1040457,1040457,1040457,1040457,1040457,1040457
1726,1,1.000,2723399,2723399,2723399,2723399,2723399,2723399,2723399,2723399,2723399
1727,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1728,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1729,2,2.000,124731,124731,985517,555124,985517,985517,985517,985517,985517
1730,1,1.000,2035391,2035391,2035391,2035391,2035391,2035391,2035391,2035391,2035391
1731,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1732,2,2.000,254069,254069,9667815,4960942,9667815,9667815,9667815,9667815,9667815
1733,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1734,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1735,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1736,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1737,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1738,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1739,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1740,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1741,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1742,1,1.000,671437,671437,671437,671437,671437,671437,671437,671437,671437
1743,1,1.000,1073986,1073986,1073986,1073986,1073986,1073986,1073986,1073986,1073986
1744,2,2.000,446209,446209,2079889,1263049,2079889,2079889,2079889,2079889,2079889
1745,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1746,1,1.000,1656547,1656547,1656547,1656547,1656547,1656547,1656547,1656547,1656547
1747,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1748,1,1.000,2407028,2407028,2407028,2407028,2407028,2407028,2407028,2407028,2407028
1749,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1750,1,1.000,3921824,3921824,3921824,3921824,3921824,3921824,3921824,3921824,3921824
1751,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1752,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1753,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1754,1,1.000,5057973,5057973,5057973,5057973,5057973,5057973,5057973,5057973,5057973
1755,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1756,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1757,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1758,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1759,1,1.000,808634,808634,808634,808634,808634,808634,808634,808634,808634
1760,2,2.000,246235,246235,1859339,1052787,1859339,1859339,1859339,1859339,1859339
1761,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1762,1,1.000,1730777,1730777,1730777,1730777,1730777,1730777,1730777,1730777,1730777
1763,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1764,2,2.000,496562,496562,1925929,1211245,1925929,1925929,1925929,1925929,1925929
1765,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1766,1,1.000,782181,782181,782181,782181,782181,782181,782181,782181,782181
1767,1,1.000,1026248,1026248,1026248,1026248,1026248,1026248,1026248,1026248,1026248
1768,1,1.000,2751468,2751468,2751468,2751468,2751468,2751468,2751468,2751468,2751468
1769,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1770,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1771,2,2.000,121199,121199,1024241,572720,1024241,1024241,1024241,1024241,1024241
1772,1,1.000,2056257,2056257,2056257,2056257,2056257,2056257,2056257,2056257,2056257
1773,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1774,2,2.000,242540,242540,9557354,4899947,9557354,9557354,9557354,9557354,9557354
1775,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1776,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1777,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1778,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1779,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1780,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1781,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1782,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1783,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1784,1,1.000,662943,662943,662943,662943,662943,662943,662943,662943,662943
1785,1,1.000,1065830,1065830,1065830,1065830,1065830,1065830,1065830,1065830,1065830
1786,1,1.000,430397,430397,430397,430397,430397,430397,430397,430397,430397
